,agglomerative_clustering_c2,agglomerative_clustering_c3,agglomerative_clustering_c4,birch_c2,birch_c3,birch_c4,kmeans_c2,kmeans_c3,kmeans_c4,minibatch_kmeans_c2,minibatch_kmeans_c3,minibatch_kmeans_c4,spectral_clustering_c2,spectral_clustering_c3,spectral_clustering_c4,mean_shift,dbscan,optics,suspected_bot
Tomus27,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,1,0,66,-1
Luiloc,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,63,-1
Ludooow,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
LoveWinamax2,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,62,-1
ludocam88300,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Ludo54180,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
ludo131289,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,55,-1
LuckyPlayer7,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
LuckBox14,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
Luck4Me,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
luciasu,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,22,-1
luchoTEN,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
lucho1104,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
lucastino23,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Lucas.ldy,0,2,2,1,0,3,0,0,2,0,2,0,1,0,0,0,0,-1,-1
lphoenix,0,0,1,0,1,0,1,2,1,1,2,3,0,0,0,0,0,-1,-1
Lpelos59410,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
JGQM,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,45,-1
jibo1277,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,56,-1
JustBringIt,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,55,-1
JiBso,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Timangouste,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,13,-1
THEGAMBLEUSE,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
TapisSolo,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
SunnyDays,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Staicks,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
SOSAVEGAS,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
sm391,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,34,-1
Sicasica,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Scriptas,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
SAMY13009,0,0,1,0,2,2,0,2,3,0,2,2,0,0,0,0,-1,-1,-1
Ruinamax7518,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Roddz,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
REDD_JOHN,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Quitous,0,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0,35,-1
Popierre,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,37,-1
pipe-AA-crak,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
P3pI,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
P.Mahomes,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
P.M.pauleta,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,54,-1
OxJOKERxO,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Ouss-dz-16,0,0,1,1,0,1,0,0,3,0,2,3,0,0,0,0,0,-1,-1
Ourssi,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,66,-1
Ouicmoijaime,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
ouc.,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Oublier,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
othmane620,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,7,-1
Ossolesmillo,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
osmova134,0,0,1,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Orso2b,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
tOMtOMlelion,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
turnoff,0,2,2,1,0,1,0,2,3,0,2,2,0,0,0,0,0,-1,-1
Vesti71,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Pok&Pik,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Poopska,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,9,-1
Pompinou991,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
Polox006,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,58,-1
polotiste18,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,5,-1
Polariss,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
pokpoka,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Pokostera,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
pokerstein,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
pokerstars75,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
pokerSD.Ace,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,-1,-1
PokerPirat,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Pokerlagneau,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,55,-1
pokatherapy,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Point-relais,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
WidedKh2006,0,0,1,1,0,1,0,2,1,0,2,3,0,0,0,0,0,-1,-1
poco&poco,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Plukhead0O,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
plssssss,0,0,3,1,0,1,0,2,3,0,2,2,1,0,3,1,0,-1,-1
PlsBlind,0,0,1,0,1,0,0,2,1,0,2,3,0,0,0,0,0,-1,-1
Plazaando,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
PLAYERDON,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
PlayerABC,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
player202020,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
Pistache586,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,4,-1,-1,-1
Piruu,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,-1
Zed30,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Ymmot353535,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
XKoll,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Oneschool,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,1,-1
OncleZlatan,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
OMICSSS69,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Wil-lin,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Winlachiasse,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Winc51,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Winazeub2,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
winaramp,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
Winamemoimax,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
WiNaMatt92,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Winamacke,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-1,-1
winalaways,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,25,-1
WinaILoveU,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
WinAfaire,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Willylebarge,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
Willmatt7,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Will370,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Jordinob,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Wisdomkeeper,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Jolulu14,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
JokeRiri,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Johnyfirpo28,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
johnnetvalou,0,2,2,1,0,1,0,2,3,0,2,0,1,0,0,0,0,66,-1
Johans1989,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Joebert10,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,-1,-1
JoB0211,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,37,-1
joanmarc1982,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
joac10,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,28,-1
Jo3_333,0,0,3,0,2,2,0,2,3,0,2,2,1,0,3,1,0,68,-1
Jo-Acs,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
JKRollimp,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
JIMBO1476,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
winnasko,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Wizard__,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,29,-1
Omerboyraz,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,24,-1
nohrita,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,5,-1
Omchampionz1,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,0,-1
noxzibe,0,0,1,0,2,2,1,1,1,1,0,3,0,0,0,0,0,-1,-1
noxblige85,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Nourse78,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
noulou59,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
NORWOKS21,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
nore1966,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Noppa06,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
NoPoker57,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
nopa6oTuTeJb,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
nomiquai57,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Nolethan,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
nokynoky,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,37,-1
NoDataFound,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
wooood,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Nodard67810,0,0,1,1,0,1,0,0,3,0,2,0,0,0,0,0,0,-1,-1
Noam2607,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
NMZ10,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
NmarciKKa1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
NLFDJ,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
NitsAAmeRRe,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
nireple__,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
XkaX73,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Xexeldu69,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,61,-1
xchuimax93x,0,0,1,0,1,0,1,1,2,1,1,3,0,0,0,0,0,-1,-1
xanderszone,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
xalakahil,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
woula_ladime,0,2,2,1,0,1,0,0,2,0,2,0,1,0,0,0,0,-1,-1
BaSx41,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,-1,-1,-1
Talanaska,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Tamonten,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
FalconVL,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
Commandoas78,0,2,2,1,0,3,0,0,1,0,1,3,0,0,0,4,-1,-1,-1
comette93aze,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
colou,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,-1,-1,-1
Colmar68000,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,-1,-1
COLIN2,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
cojzynho,0,0,1,1,0,3,1,0,2,1,1,3,0,0,0,0,0,-1,-1
COFY131,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
CoffeeKiller,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Cocoche78,0,2,2,1,0,1,0,2,3,0,2,0,1,0,0,0,0,65,-1
Cobrety_199,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,28,-1
Coachmike080,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Cmpz,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
Clickeur,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
Cli2f95,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,33,-1
ClemJ95,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Clem2621,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,30,-1
Clarkt13100,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Ckbabe,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
Ciumpix,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,16,-1
City974,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
city-verte,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Cissoudu60,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Cirolis,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,27,-1
Fazerone,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
Faufau58,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
Fatimola,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
fatandbald,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
farinato,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Fara013,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Comocago,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Alexzzz,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
alfonsonizo,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Anadyl,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
anissa27,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AnhhoAAA,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Anguleiras,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
Angrybird020,0,0,1,1,0,1,0,0,2,0,2,3,0,0,0,0,0,-1,-1
Anemonesh,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AndyWarjol,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Andy92290,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AndVary,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AndSha2102,0,2,2,1,0,1,0,2,3,0,2,2,1,0,0,0,0,65,-1
Andrea.pirlo,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,67,-1
Anderrso77,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Anceschi10,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Anais274,0,0,3,0,2,2,0,2,3,0,2,2,1,0,0,0,0,68,-1
Amoanea,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
ALFushko,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AmineZdk,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,61,-1
amialie,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,36,-1
amada21,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
AlvinMLR,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
AllOverBaby,0,0,1,1,0,1,1,2,1,1,2,3,0,0,0,0,0,-1,-1
allizees,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
AllInThaGame,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
AlliNDeLou1,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,31,-1
allinamax44,0,0,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0,-1,-1
Allanoushh,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
alhoceima47,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,31,-1
algerino44,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Algerino371,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,8,-1
Fanfan4419,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,38,-1
faitchaudici,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,69,-1
Tallee,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Fahmii,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,43,-1
potoben621,0,0,1,1,0,1,0,0,1,0,1,3,0,0,0,0,0,35,-1
pot-au-feu,0,0,1,0,1,0,1,2,1,1,0,3,0,0,0,0,0,-1,-1
PORROS1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Porresito89,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Popoff2,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,-1,-1
J4ck_DA,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
J.JASS,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
J.J.oKKocha,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Izy_River,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
IxiLauda,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Ivan_Helsing,0,0,3,0,2,2,1,2,1,1,0,2,0,0,0,0,0,69,-1
Ivanisevic2,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
iTyzer,0,0,1,1,0,1,1,0,2,1,1,3,0,0,0,0,0,6,-1
Ishac2506,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,50,-1
IsaacH,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Iroas,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Irlydontknow,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,26,-1
IRLANDES1984,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,48,-1
irak83136,0,2,2,1,0,1,0,2,3,0,2,2,1,0,3,1,-1,-1,-1
Inspirechub,1,1,0,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Inkonyto,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,3,-1
Ingril34,0,0,1,0,1,0,1,1,0,1,0,3,0,0,0,0,0,19,-1
InfinityEdge,0,0,1,1,0,1,1,1,1,1,0,3,0,0,0,0,0,-1,-1
VeryAverage,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
VENGAAA_CONO,0,0,3,0,2,2,0,2,1,0,2,2,0,0,0,0,-1,-1,-1
VEGETA_BABE,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,60,-1
VebraA,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Varesse83,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,23,-1
vanwynen40,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
poupouuuuuup,0,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
PrayforNoob,0,0,1,1,0,3,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Prelude48,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
even978,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Fagd1993,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
facedowassup,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,-1,-1,-1
fAbulousJcK,0,2,2,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
FabienMECH,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
Fabdenice006,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
fab69-38,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
f1tn3ssF1rst,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
F.R.I.D.A.Y.,0,0,3,0,2,2,0,2,3,0,2,2,0,0,0,1,-1,-1,-1
Eytime19,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Extort,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,38,-1
Expl0rer,0,0,1,0,1,0,1,2,1,1,2,3,0,0,0,0,0,-1,-1
exileinspain,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Evpositive,0,2,2,1,0,3,0,0,2,0,1,0,1,0,0,0,0,-1,-1
EuropeanNuts,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
present33,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,-1,-1
etRAISEdetka,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
Eternolz,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
Quinoto21,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
quentinINDI,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,27,-1
quentin01130,0,2,2,1,0,1,0,0,3,0,2,0,1,0,0,0,0,-1,-1
QIneutre,0,0,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Pyramidas,0,0,1,1,0,1,0,0,2,0,1,3,0,0,0,0,0,-1,-1
PushIMFamous,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
PuntaMarcel,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
puniseur31,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Pti-dav14,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
prophet565,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
projektkreda,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
AnniJasmin69,0,0,1,1,0,1,0,2,1,0,2,3,0,0,0,0,0,-1,-1
tarzan57430,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
tarzandubled,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
tAsSaDiTE592,1,1,0,0,1,0,1,1,0,1,0,3,0,0,0,0,0,-1,-1
lol69zp,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,0,0,-1,-1
Lokty,0,0,1,1,0,3,0,0,2,0,1,0,0,0,0,0,0,-1,-1
Loco66ko,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
lobbomar,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
lnalabluff,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
liverreal92,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,12,-1
LittlePoK.,0,0,1,1,0,1,1,1,2,1,1,3,0,0,0,0,0,-1,-1
Littlefox2,1,1,0,0,1,0,1,1,1,1,0,3,0,0,0,4,-1,-1,-1
Lisandro2806,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,34,-1
Lisalou57,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
limpiando,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Limeleamon,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,14,-1
LIM1313,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Lilou13000,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,-1,-1
Liliquetsj,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,-1,-1
light5xy,0,0,1,1,0,1,0,2,3,0,2,3,0,0,0,0,0,-1,-1
